Year,Name,Team,Conference,Class,Height,Position,Games,SS,AS,SY,TS,SPG
2024,Peyton Price,Eastern Mich.,MAC,Sr.,6-2,DL,12,3,4,30,5,0.42
2024,Breylon Charles,North Texas,The American,Jr.,6-3,DL,11,4,1,24,4.5,0.41
2024,Jared Dawson,Louisville,ACC,Jr.,,DL,10,4,0,19,4,0.4
2024,Khalil Laufau,Washington St.,FBS Independent,So.,6-3,DL,10,4,0,20,4,0.4
2024,Michael Fletcher,App State,Sun Belt,Sr.,,DL,10,3,2,17,4,0.4
2024,Teitum Tuioti,Oregon,Big Ten,So.,6-3,LB,14,5,1,31,5.5,0.39
2024,Braxton Fely,Boise St.,Mountain West,Jr.,6-2,DL,14,4,3,37,5.5,0.39
2024,Jordan Lawson,Louisiana,Sun Belt,Jr.,6-4,DE,14,4,3,48,5.5,0.39
2024,James Carpenter,Indiana,Big Ten,Sr.,6-2,DL,13,5,0,36,5,0.38
2024,Deamontae Diggs,Coastal Carolina,Sun Belt,Sr.,6-5,DL,13,5,0,36,5,0.38
2024,Anthony Hawkins,Bowling Green,MAC,Sr.,6-2,DL,13,5,0,34,5,0.38
2024,Jack Kelly,BYU,Big 12,Jr.,6-3,LB,13,5,0,71,5,0.38
2024,Nate Matlack,Pittsburgh,ACC,Sr.,6-5,DE,13,5,0,21,5,0.38
2024,Courtney McBride Jr.,South Alabama,Sun Belt,Sr.,6-1,LB,13,5,0,33,5,0.38
2024,Jacob Rodriguez,Texas Tech,Big 12,Sr.,6-1,LB,13,5,0,42,5,0.38
2024,Teddye Buchanan,California,ACC,Sr.,6-2,LB,13,4,2,33,5,0.38
2024,Jihaad Campbell,Alabama,SEC,Jr.,6-3,LB,13,4,2,39,5,0.38
2024,George Gumbs Jr.,Florida,SEC,Sr.,6-4,DE,13,4,2,29,5,0.38
2024,Gracen Halton,Oklahoma,SEC,Jr.,6-2,DL,13,4,2,42,5,0.38
2024,Briceon Hayes,Sam Houston,CUSA,Jr.,6-3,DL,13,4,2,32,5,0.38
2024,Danny Striggow,Minnesota,Big Ten,Sr.,6-5,DL,13,4,2,22,5,0.38
2023,Jonah Elliss,Utah,Pac-12,Jr.,6-2,DE,10,11,2,100,12,1.2
2023,Trey Moore,UTSA,The American,So.,6-3,LB,12,13,2,89,14,1.17
2023,Javon Solomon,Troy,Sun Belt,Jr.,,DE,14,13,6,102,16,1.14
2023,Mohamed Kamara,Colorado St.,Mountain West,Sr.,6-1,DL,12,12,2,81,13,1.08
2023,Laiatu Latu,UCLA,Pac-12,Sr.,6-5,DL,12,11,4,76,13,1.08
2023,Nic Scourton,Purdue,Big Ten,So.,6-4,LB,11,9,2,92,10,0.91
2023,Ahmed Hassanein,Boise St.,Mountain West,Jr.,6-3,DT,14,10,5,85,12.5,0.89
2023,Nelson Ceaser,Houston,Big 12,Jr.,6-3,DL,11,9,1,54,9.5,0.86
2023,Nathaniel Watson,Mississippi St.,SEC,Sr.,6-2,LB,12,8,4,72,10,0.83
2023,Ashton Gillotte,Louisville,ACC,Jr.,,DL,14,10,2,71,11,0.79
2023,Ben Bell,Texas St.,Sun Belt,Jr.,6-2,DE,13,10,0,76,10,0.77
2023,Bo Richter,Air Force,Mountain West,Sr.,,LB,13,10,0,95,10,0.77
2023,James Pearce Jr.,Tennessee,SEC,So.,6-5,DL,13,8,4,59,10,0.77
2023,Andrew Chatfield,Oregon St.,Pac-12,Sr.,,LB,13,9,1,103,9.5,0.73
2023,Cashius Howell,Bowling Green,MAC,So.,6-4,LB,13,9,1,61,9.5,0.73
2023,Antwaun Powell-Ryland,Virginia Tech,ACC,Jr.,6-3,DL,13,9,1,77,9.5,0.73
2023,Elijah Roberts,SMU,The American,Sr.,6-4,DL,14,9,2,64,10,0.71
2023,Richard Jibunor,Troy,Sun Belt,Sr.,6-3,DE,14,8,4,73,10,0.71
2023,Dallas Turner,Alabama,SEC,Jr.,6-4,LB,14,8,4,68,10,0.71
2023,Adin Huntington,ULM,Sun Belt,Jr.,6-1,DL,12,8,1,59,8.5,0.71
2023,Darius Robinson,Missouri,SEC,Sr.,,DL,12,8,1,51,8.5,0.71
2023,Brennan Jackson,Washington St.,Pac-12,Sr.,6-4,DL,12,7,3,64,8.5,0.71
2023,Ben Kopenski,Tulsa,The American,Sr.,6-1,DE,12,7,3,46,8.5,0.71
2023,Jared Verse,Florida St.,ACC,Jr.,6-4,DL,13,8,2,61,9,0.69
2023,Joe Evans,Iowa,Big Ten,Sr.,,DE,14,9,1,39,9.5,0.68
2023,Caiden Woullard,Miami OH,MAC,Jr.,6-4,DL,14,8,3,58,9.5,0.68
2023,Austin Booker,Kansas,Big 12,So.,,DL,12,7,2,61,8,0.67
2023,Sidney Houston,Ball St.,MAC,Sr.,6-2,DL,12,6,4,52,8,0.67
2023,Edgerrin Cooper,Texas A&M,SEC,Jr.,6-3,LB,12,5,6,50,8,0.67
2023,Tre'mon Morris-Brash,UCF,Big 12,Sr.,,DL,13,8,1,71,8.5,0.65
2023,Taylor Upshaw,Arizona,Pac-12,Sr.,6-5,DE,13,8,1,51,8.5,0.65
2023,Kaimon Rucker,North Carolina,ACC,Sr.,,LB,13,7,3,81,8.5,0.65
2023,Judge Culpepper,Toledo,MAC,Sr.,6-4,DL,14,7,4,68,9,0.64
2023,Kydran Jenkins,Purdue,Big Ten,Sr.,6-1,LB,12,7,1,67,7.5,0.63
2023,Jer'Zhan Newton,Illinois,Big Ten,Jr.,6-2,DT,12,7,1,61,7.5,0.63
2023,Maurice Westmoreland,UTEP,CUSA,Jr.,6-2,DE,12,7,1,64,7.5,0.63
2023,Jasheen Davis,Wake Forest,ACC,Jr.,6-3,DL,12,6,3,49,7.5,0.63
2023,Marcus Harris,Auburn,SEC,Sr.,6-3,DL,12,6,3,46,7.5,0.63
2023,Paul Fitzgerald,Utah St.,Mountain West,Fr.,6-3,DE,13,8,0,48,8,0.62
2023,Gabriel Murphy,UCLA,Pac-12,Jr.,6-3,DL,13,7,2,54,8,0.62
2023,Cameron Whitfield,Louisiana,Sun Belt,So.,6-3,LB,13,7,2,45,8,0.62
2023,Jalil Clemons,Southern Miss.,Sun Belt,Jr.,6-3,LB,9,5,1,29,5.5,0.61
2023,Prince Dorbah,Arizona St.,Pac-12,Jr.,,DL,10,5,2,56,6,0.6
2023,Jamaree Caldwell,Houston,Big 12,Sr.,6-1,DL,11,6,1,35,6.5,0.59
2023,CJ Nunnally,Akron,MAC,Jr.,6-3,DL,12,7,0,44,7,0.58
2023,Princely Umanmielen,Florida,SEC,Sr.,6-4,DL,12,6,2,45,7,0.58
2023,Darius Hodges,Tulane,The American,Jr.,6-2,DL,13,7,1,53,7.5,0.58
2023,Jah Joyner,Minnesota,Big Ten,Jr.,6-5,DL,13,7,1,63,7.5,0.58
2023,Malachi Lawrence,UCF,Big 12,Jr.,6-4,DL,13,7,1,55,7.5,0.58
2023,Francisco Mauigoa,Miami FL,ACC,Jr.,,LB,13,7,1,66,7.5,0.58
2023,PJ RAMSEY,Air Force,Mountain West,Sr.,,LB,13,7,1,37,7.5,0.58
2023,Deone Walker,Kentucky,SEC,So.,6-6,DL,13,7,1,38,7.5,0.58
2023,Rueben Bain Jr.,Miami FL,ACC,Fr.,,DL,13,6,3,50,7.5,0.58
2023,Adisa Isaac,Penn St.,Big Ten,Sr.,6-4,DE,13,6,3,58,7.5,0.58
2023,Ty Wise,Miami OH,MAC,Sr.,6-2,LB,14,8,0,53,8,0.57
2023,Brian Ugwu,Miami OH,MAC,Sr.,6-3,DL,14,7,2,47,8,0.57
2023,Chris Braswell,Alabama,SEC,Sr.,6-3,LB,14,6,4,57,8,0.57
2023,Omarr Norman-Lott,Tennessee,SEC,Jr.,6-3,DL,10,5,1,33,5.5,0.55
2023,Eyabi Okie-Anoma,Charlotte,The American,Sr.,6-5,DL,10,5,1,39,5.5,0.55
2023,Kendre' Gant,Louisiana,Sun Belt,Jr.,6-3,LB,11,5,2,52,6,0.55
2023,Isaac Walker,Ga. Southern,Sun Belt,So.,6-2,DL,11,5,2,41,6,0.55
2023,Aaron Casey,Indiana,Big Ten,Sr.,,LB,12,6,1,44,6.5,0.54
2023,Billy Wooden,Massachusetts,FBS Independent,Sr.,6-1,DT,12,6,1,51,6.5,0.54
2023,Landon Jackson,Arkansas,SEC,Jr.,6-7,DL,12,5,3,54,6.5,0.54
2023,Kendrick Simpkins,Western Ky.,CUSA,Jr.,6-0,DB,12,5,3,53,6.5,0.54
2023,J.J. Weaver,Kentucky,SEC,Sr.,6-5,LB,13,7,0,48,7,0.54
2023,Kalen DeLoach,Florida St.,ACC,Sr.,6-1,LB,13,5,4,62,7,0.54
2023,Jordan Lawson,Louisiana,Sun Belt,So.,6-4,DE,13,5,4,29,7,0.54
2023,Micheal Mason,Coastal Carolina,Sun Belt,Sr.,6-3,DL,13,5,4,57,7,0.54
2023,Nate Johnson,App State,Sun Belt,Fr.,,LB,14,7,1,65,7.5,0.54
2023,Patrick Payton,Florida St.,ACC,So.,6-5,DL,14,7,0,34,7,0.5
2023,Justin Eboigbe,Alabama,SEC,Sr.,6-5,DL,14,4,6,40,7,0.5
2023,Red Hibbler,NC State,ACC,Jr.,6-2,DL,13,6,1,48,6.5,0.5
2023,Jamil Muhammad,Southern California,Pac-12,Sr.,6-1,LB,13,6,1,41,6.5,0.5
2023,David Reese,California,Pac-12,Sr.,6-2,LB,13,6,1,58,6.5,0.5
2023,Jack Sawyer,Ohio St.,Big Ten,Jr.,,DE,13,6,1,40,6.5,0.5
2023,Quentin Wilfawn,South Alabama,Sun Belt,Sr.,6-1,LB,13,6,1,38,6.5,0.5
2023,Sam Burton,Marshall,Sun Belt,Sr.,,DL,13,5,3,49,6.5,0.5
2023,Jacob Manu,Arizona,Pac-12,So.,5-11,LB,13,5,3,53,6.5,0.5
2023,Tre Smith,San Jose St.,Mountain West,So.,6-5,DL,13,5,3,58,6.5,0.5
2023,Tyler Baron,Tennessee,SEC,Sr.,,DL,12,6,0,34,6,0.5
2023,Seth Coleman,Illinois,Big Ten,Jr.,6-5,LB,12,6,0,43,6,0.5
2023,Jett Johnson,Mississippi St.,SEC,Sr.,6-2,LB,12,6,0,40,6,0.5
2023,Kyle Kennard,Georgia Tech,ACC,Jr.,6-5,DL,12,6,0,25,6,0.5
2023,Jacob Roberts,Wake Forest,ACC,Sr.,6-1,LB,12,6,0,41,6,0.5
2023,Kanious Vaughn,UTEP,CUSA,So.,6-2,DE,12,6,0,47,6,0.5
2023,B.J. Green,Arizona St.,Pac-12,Jr.,6-1,DL,12,5,2,38,6,0.5
2023,Shemar Turner,Texas A&M,SEC,Jr.,6-4,DL,12,5,2,45,6,0.5
2023,Payton Wilson,NC State,ACC,Sr.,6-4,LB,12,5,2,34,6,0.5
2023,Anto Saka,Northwestern,Big Ten,So.,6-4,DL,11,5,1,40,5.5,0.5
2023,Jimari Butler,Nebraska,Big Ten,So.,,LB,11,4,3,40,5.5,0.5
2023,Desmond Little,UAB,The American,Jr.,6-6,LB,11,4,3,29,5.5,0.5
2023,David Bailey,Stanford,Pac-12,So.,6-3,LB,10,5,0,24,5,0.5
2023,Luke Reimer,Nebraska,Big Ten,Sr.,,LB,10,4,2,27,5,0.5
2023,Bralen Trice,Washington,Pac-12,Jr.,6-4,LB,15,6,2,34,7,0.47
2023,Andrew Simpson,Boise St.,Mountain West,So.,6-0,LB,14,5,3,38,6.5,0.46
2023,Khalid Duke,Kansas St.,Big 12,Sr.,6-4,DE,13,6,0,54,6,0.46
2023,Aidan Hubbard,Northwestern,Big Ten,Jr.,6-4,DL,13,6,0,24,6,0.46
2023,Danny Striggow,Minnesota,Big Ten,Jr.,6-5,DL,13,6,0,41,6,0.46
2023,Johnny Walker,Missouri,SEC,Sr.,6-3,DL,13,6,0,29,6,0.46
2023,Bradley Weaver,Ohio,MAC,So.,6-4,DE,13,6,0,20,6,0.46
2023,Elijah Alston,Marshall,Sun Belt,Jr.,6-3,DL,13,5,2,25,6,0.46
2023,Solomon Byrd,Southern California,Pac-12,Sr.,6-3,DE,13,5,2,36,6,0.46
2023,Braden Fiske,Florida St.,ACC,Sr.,6-5,DL,13,5,2,47,6,0.46
2023,Nate Martey,Arkansas St.,Sun Belt,Jr.,6-1,DL,13,5,2,29,6,0.46
2023,Tyler Batty,BYU,Big 12,Jr.,,DL,12,5,1,51,5.5,0.46
2023,Nate Clifton,Vanderbilt,SEC,Sr.,6-4,DL,12,5,1,33,5.5,0.46
2023,Zyrus Fiaseu,San Diego St.,Mountain West,So.,5-11,LB,12,5,1,48,5.5,0.46
2023,Jalen McLeod,Auburn,SEC,Jr.,6-1,LB,12,5,1,31,5.5,0.46
2023,Kenard Snyder,ULM,Sun Belt,So.,6-0,DE,12,5,1,27,5.5,0.46
2023,Jeremiah Trotter Jr.,Clemson,ACC,Jr.,6-0,LB,12,5,1,38,5.5,0.46
2023,Trevin Wallace,Kentucky,SEC,Jr.,6-2,LB,12,5,1,35,5.5,0.46
2023,Cedric Johnson,Ole Miss,SEC,Sr.,6-3,DE,12,4,3,33,5.5,0.46
2023,Tyler Guidry,Louisiana,Sun Belt,Sr.,6-2,LB,11,5,0,31,5,0.45
2023,Samuel Okunlola,Pittsburgh,ACC,Fr.,6-4,DL,11,5,0,41,5,0.45
2023,Max Michel,Buffalo,MAC,Sr.,6-2,DE,11,4,2,29,5,0.45
2023,Marshawn Kneeland,Western Mich.,MAC,Jr.,6-3,DL,10,4,1,46,4.5,0.45
2023,Payton Zdroik,Air Force,Mountain West,Jr.,,DL,10,3,3,25,4.5,0.45
2023,Owen Ostroski,Tulsa,The American,So.,6-2,DL,9,3,2,37,4,0.44
2023,Jaylen Harrell,Michigan,Big Ten,Sr.,6-4,DE,15,6,1,54,6.5,0.43
2023,Nick Martin,Oklahoma St.,Big 12,So.,6-0,LB,14,6,0,23,6,0.43
2023,Collin Oliver,Oklahoma St.,Big 12,Jr.,6-2,LB,14,5,2,48,6,0.43
2023,Ethan Burke,Texas,Big 12,So.,6-6,DL,13,5,1,35,5.5,0.42
2023,Keyron Crawford,Arkansas St.,Sun Belt,So.,6-4,DE,13,5,1,38,5.5,0.42
2023,Jared Ivey,Ole Miss,SEC,Sr.,6-6,DE,13,5,1,36,5.5,0.42
2023,Harold Perkins Jr.,LSU,SEC,So.,6-1,LB,13,5,1,38,5.5,0.42
2023,Davin Vann,NC State,ACC,Jr.,6-2,DL,13,5,1,48,5.5,0.42
2023,T.J. Parker,Clemson,ACC,Fr.,6-3,DE,13,4,3,39,5.5,0.42
2023,Praise Amaewhule,UTEP,CUSA,Sr.,6-3,DL,12,5,0,39,5,0.42
2023,LaVonta Bentley,Colorado,Pac-12,Jr.,6-0,LB,12,5,0,25,5,0.42
2023,Lanell Carr Jr.,Indiana,Big Ten,Sr.,,LB,12,5,0,37,5,0.42
2023,Jordan Domineck,Colorado,Pac-12,Sr.,6-3,DL,12,5,0,26,5,0.42
2023,Brandon Matterson,UTSA,The American,Sr.,6-2,DL,12,5,0,29,5,0.42
2023,Ruke Orhorhoro,Clemson,ACC,Sr.,6-4,DT,12,5,0,37,5,0.42
2023,Shayne Simon,Pittsburgh,ACC,Sr.,6-3,LB,12,5,0,32,5,0.42
2023,Blaine Spires,Utah St.,Mountain West,Jr.,,DE,12,5,0,18,5,0.42
2023,Ron Stone Jr.,Washington St.,Pac-12,Sr.,6-3,DE,12,5,0,36,5,0.42
2023,Aaron Brule,Michigan St.,Big Ten,Sr.,6-2,LB,12,4,2,25,5,0.42
2023,Cedric Gray,North Carolina,ACC,Sr.,,LB,12,4,2,48,5,0.42
2023,RJ Oben,Duke,ACC,Sr.,6-3,DL,12,4,2,46,5,0.42
2023,Donald Willis,Western Mich.,MAC,Jr.,6-2,LB,11,4,1,26,4.5,0.41
2023,Clayton Smith,Arizona St.,Pac-12,So.,,DL,11,3,3,20,4.5,0.41
2023,Demeioun Robinson,Penn St.,Big Ten,Jr.,6-3,DE,10,4,0,26,4,0.4
2023,Patrick Jenkins,Tulane,The American,Jr.,6-2,DL,14,5,1,36,5.5,0.39
2023,Jacob Holmes,Fresno St.,Mountain West,So.,6-3,DL,13,5,0,25,5,0.38
2023,Vonnie Watkins,Ohio,MAC,Sr.,,DE,13,5,0,29,5,0.38
2023,Eugene Asante,Auburn,SEC,Sr.,6-1,LB,13,4,2,35,5,0.38
2023,Kevon Darton,Syracuse,ACC,Jr.,5-11,DL,13,4,2,26,5,0.38
2023,Javon Denis,Georgia St.,Sun Belt,Sr.,6-0,DL,13,4,2,26,5,0.38
2023,Joshua Farmer,Florida St.,ACC,So.,6-3,DL,13,4,2,27,5,0.38
2023,Javontae Jean-Baptiste,Notre Dame,FBS Independent,Sr.,,DL,13,4,2,40,5,0.38
2023,John McCartan,Oregon St.,Pac-12,Sr.,,LB,13,4,2,24,5,0.38
2023,Xander Mueller,Northwestern,Big Ten,Sr.,6-3,LB,13,4,2,32,5,0.38
2023,Grayson Murphy,UCLA,Pac-12,Jr.,6-3,DL,13,4,2,38,5,0.38
2023,Aeneas Peebles,Duke,ACC,Sr.,6-1,DT,13,4,2,38,5,0.38
2023,Owen Porter,Marshall,Sun Belt,Sr.,6-3,DL,13,4,2,27,5,0.38
2023,Isaiah Smith,SMU,The American,So.,6-4,DE,13,4,2,31,5,0.38
2023,Soane Toia,San Jose St.,Mountain West,Jr.,6-0,DL,13,4,2,33,5,0.38
2023,JT Tuimoloau,Ohio St.,Big Ten,Jr.,,DL,13,4,2,39,5,0.38
2023,D'Andre Ragin,Toledo,MAC,Jr.,6-2,DE,13,2,6,43,5,0.38
2022,Jose Ramirez,Eastern Mich.,MAC,Sr.,,DL,12,12,0,76,12,1
2022,Nick Herbig,Wisconsin,Big Ten,Jr.,,LB,11,11,0,86,11,1
2022,Tuli Tuipulotu,Southern California,Pac-12,Jr.,,DL,14,13,1,94,13.5,0.96
2022,John Marshall,Navy,The American,Sr.,,LB,12,11,1,77,11.5,0.96
2022,Thomas Incoom,Central Mich.,MAC,Sr.,,DL,12,10,3,72,11.5,0.96
2022,Isaiah Foskey,Notre Dame,FBS Independent,Jr.,,DL,12,8,6,80,11,0.92
2022,David Perales,Fresno St.,Mountain West,Sr.,,DE,14,11,1,81,11.5,0.82
2022,Laiatu Latu,UCLA,Pac-12,Jr.,6-5,LB,13,9,3,80,10.5,0.81
2022,Jonah Tavai,San Diego St.,Mountain West,Sr.,,DL,13,8,5,80,10.5,0.81
2022,Jadrian Taylor,UTEP,CUSA,Sr.,,DE,12,9,1,71,9.5,0.79
2022,Drew Sanders,Arkansas,SEC,Jr.,,LB,12,8,3,45,9.5,0.79
2022,Nick Hampton,App State,Sun Belt,Jr.,,LB,9,6,2,29,7,0.78
2022,Ivan Pace Jr.,Cincinnati,The American,Jr.,,LB,13,9,2,80,10,0.77
2022,Dominic Quewon,Southern Miss.,Sun Belt,Sr.,,DL,13,9,2,56,10,0.77
2022,Will Anderson Jr.,Alabama,SEC,Jr.,,LB,13,8,4,54,10,0.77
2022,Karl Brooks,Bowling Green,MAC,Sr.,,DE,13,8,4,69,10,0.77
2022,Viliami Fehoko,San Jose St.,Mountain West,Jr.,,DL,12,9,0,60,9,0.75
2022,Layton Jordan,Temple,The American,Jr.,6-2,LB,12,8,2,46,9,0.75
2022,Jared Verse,Florida St.,ACC,So.,6-4,DE,12,8,2,72,9,0.75
2022,Saivon Davis,Kent St.,MAC,Sr.,,DL,10,7,1,55,7.5,0.75
2022,Darian Varner,Temple,The American,So.,6-3,DL,10,7,1,59,7.5,0.75
2022,Yasir Abdullah,Louisville,ACC,Sr.,,LB,13,8,3,74,9.5,0.73
2022,Owen Porter,Marshall,Sun Belt,Jr.,6-3,DL,13,8,3,60,9.5,0.73
2022,Adam Plant Jr.,UNLV,Mountain West,Sr.,,DL,11,8,0,57,8,0.73
2022,TyJuan Garbutt,Virginia Tech,ACC,Sr.,,DL,9,6,1,37,6.5,0.72
2022,Donovan Ezeiruaku,Boston College,ACC,So.,6-2,DE,12,8,1,62,8.5,0.71
